point_id,hour,lat,lon,elevation,slope,predicted_wind_speed,wind_power_density,wind_utilization_rate,grid_proximity,road_distance,residential_distance,heritage_distance,geology_distance,water_distance,cost,normalized_wind_speed,normalized_utilization,composite_score,valid
0,22,32.494540626591046,35.43536548343569,355.6,14.1,9.06,455.49,0.9,0.43,778.8,1158.7,452.5,796.1,335.8,999.4,0.755,1.0,0.853,True
0,23,32.494540626591046,35.43536548343569,355.6,14.1,8.29,349.3,0.9,0.43,778.8,1158.7,452.5,796.1,335.8,999.4,0.6908333333333333,1.0,0.8145,True
1,0,32.518956144163745,35.35938605684633,252.3,13.8,8.72,406.16,0.9,0.45,752.5,251.3,577.5,258.9,928.5,1414.1,0.7266666666666667,1.0,0.8360000000000001,True
1,1,32.518956144163745,35.35938605684633,252.3,13.8,6.17,143.96,0.76,0.45,752.5,251.3,577.5,258.9,928.5,1414.1,0.5141666666666667,0.8444444444444444,0.6462777777777777,True
1,2,32.518956144163745,35.35938605684633,252.3,13.8,8.84,423.29,0.9,0.45,752.5,251.3,577.5,258.9,928.5,1414.1,0.7366666666666667,1.0,0.8420000000000001,True
1,3,32.518956144163745,35.35938605684633,252.3,13.8,10.87,787.74,0.9,0.45,752.5,251.3,577.5,258.9,928.5,1414.1,0.9058333333333333,1.0,0.9435,True
1,4,32.518956144163745,35.35938605684633,252.3,13.8,6.82,194.36,0.76,0.45,752.5,251.3,577.5,258.9,928.5,1414.1,0.5683333333333334,0.8444444444444444,0.6787777777777778,True
1,5,32.518956144163745,35.35938605684633,252.3,13.8,9.71,560.54,0.9,0.45,752.5,251.3,577.5,258.9,928.5,1414.1,0.8091666666666667,1.0,0.8855,True
1,6,32.518956144163745,35.35938605684633,252.3,13.8,9.89,592.48,0.9,0.45,752.5,251.3,577.5,258.9,928.5,1414.1,0.8241666666666667,1.0,0.8945000000000001,True
1,7,32.518956144163745,35.35938605684633,252.3,13.8,10.6,730.44,0.9,0.45,752.5,251.3,577.5,258.9,928.5,1414.1,0.8833333333333333,1.0,0.9299999999999999,True
1,8,32.518956144163745,35.35938605684633,252.3,13.8,7.38,245.86,0.9,0.45,752.5,251.3,577.5,258.9,928.5,1414.1,0.615,1.0,0.769,True
1,9,32.518956144163745,35.35938605684633,252.3,13.8,6.93,204.16,0.76,0.45,752.5,251.3,577.5,258.9,928.5,1414.1,0.5775,0.8444444444444444,0.6842777777777778,True
1,10,32.518956144163745,35.35938605684633,252.3,13.8,9.28,489.96,0.9,0.45,752.5,251.3,577.5,258.9,928.5,1414.1,0.7733333333333333,1.0,0.864,True
1,11,32.518956144163745,35.35938605684633,252.3,13.8,8.46,371.28,0.9,0.45,752.5,251.3,577.5,258.9,928.5,1414.1,0.7050000000000001,1.0,0.8230000000000001,True
1,12,32.518956144163745,35.35938605684633,252.3,13.8,7.88,299.21,0.9,0.45,752.5,251.3,577.5,258.9,928.5,1414.1,0.6566666666666666,1.0,0.794,True
1,13,32.518956144163745,35.35938605684633,252.3,13.8,7.5,258.61,0.9,0.45,752.5,251.3,577.5,258.9,928.5,1414.1,0.625,1.0,0.775,True
1,14,32.518956144163745,35.35938605684633,252.3,13.8,5.48,100.79,0.76,0.45,752.5,251.3,577.5,258.9,928.5,1414.1,0.4566666666666667,0.8444444444444444,0.6117777777777778,True
1,15,32.518956144163745,35.35938605684633,252.3,13.8,6.43,163.15,0.76,0.45,752.5,251.3,577.5,258.9,928.5,1414.1,0.5358333333333333,0.8444444444444444,0.6592777777777777,True
1,16,32.518956144163745,35.35938605684633,252.3,13.8,6.21,146.51,0.76,0.45,752.5,251.3,577.5,258.9,928.5,1414.1,0.5175,0.8444444444444444,0.6482777777777777,True
1,17,32.518956144163745,35.35938605684633,252.3,13.8,4.5,55.69,0.76,0.45,752.5,251.3,577.5,258.9,928.5,1414.1,0.375,0.8444444444444444,0.5627777777777778,False
1,18,32.518956144163745,35.35938605684633,252.3,13.8,8.3,350.05,0.9,0.45,752.5,251.3,577.5,258.9,928.5,1414.1,0.6916666666666668,1.0,0.8150000000000001,True
1,19,32.518956144163745,35.35938605684633,252.3,13.8,6.28,151.62,0.76,0.45,752.5,251.3,577.5,258.9,928.5,1414.1,0.5233333333333333,0.8444444444444444,0.6517777777777778,True
1,20,32.518956144163745,35.35938605684633,252.3,13.8,4.0,39.2,0.76,0.45,752.5,251.3,577.5,258.9,928.5,1414.1,0.3333333333333333,0.8444444444444444,0.5377777777777778,False
1,21,32.518956144163745,35.35938605684633,252.3,13.8,7.07,216.51,0.9,0.45,752.5,251.3,577.5,258.9,928.5,1414.1,0.5891666666666667,1.0,0.7535000000000001,True
1,22,32.518956144163745,35.35938605684633,252.3,13.8,5.04,78.32,0.76,0.45,752.5,251.3,577.5,258.9,928.5,1414.1,0.42,0.8444444444444444,0.5897777777777777,True
1,23,32.518956144163745,35.35938605684633,252.3,13.8,8.16,333.16,0.9,0.45,752.5,251.3,577.5,258.9,928.5,1414.1,0.68,1.0,0.808,True
2,0,32.52663930565668,35.36987533274235,394.9,17.0,8.82,419.97,0.9,0.69,476.2,203.0,614.8,471.3,281.8,1481.1,0.735,1.0,0.841,True
2,1,32.52663930565668,35.36987533274235,394.9,17.0,7.66,275.1,0.9,0.69,476.2,203.0,614.8,471.3,281.8,1481.1,0.6383333333333333,1.0,0.7829999999999999,True
2,2,32.52663930565668,35.36987533274235,394.9,17.0,10.31,672.04,0.9,0.69,476.2,203.0,614.8,471.3,281.8,1481.1,0.8591666666666667,1.0,0.9155000000000001,True
2,3,32.52663930565668,35.36987533274235,394.9,17.0,9.72,562.68,0.9,0.69,476.2,203.0,614.8,471.3,281.8,1481.1,0.81,1.0,0.886,True
2,4,32.52663930565668,35.36987533274235,394.9,17.0,12.0,1058.4,0.9,0.69,476.2,203.0,614.8,471.3,281.8,1481.1,1.0,1.0,1.0,True
2,5,32.52663930565668,35.36987533274235,394.9,17.0,9.57,537.26,0.9,0.69,476.2,203.0,614.8,471.3,281.8,1481.1,0.7975,1.0,0.8785000000000001,True
2,6,32.52663930565668,35.36987533274235,394.9,17.0,7.39,247.23,0.9,0.69,476.2,203.0,614.8,471.3,281.8,1481.1,0.6158333333333333,1.0,0.7695000000000001,True
2,7,32.52663930565668,35.36987533274235,394.9,17.0,9.38,505.5,0.9,0.69,476.2,203.0,614.8,471.3,281.8,1481.1,0.7816666666666667,1.0,0.869,True
2,8,32.52663930565668,35.36987533274235,394.9,17.0,7.79,289.27,0.9,0.69,476.2,203.0,614.8,471.3,281.8,1481.1,0.6491666666666667,1.0,0.7895000000000001,True
2,9,32.52663930565668,35.36987533274235,394.9,17.0,10.38,685.01,0.9,0.69,476.2,203.0,614.8,471.3,281.8,1481.1,0.8650000000000001,1.0,0.919,True
2,10,32.52663930565668,35.36987533274235,394.9,17.0,8.56,384.57,0.9,0.69,476.2,203.0,614.8,471.3,281.8,1481.1,0.7133333333333334,1.0,0.8280000000000001,True
2,11,32.52663930565668,35.36987533274235,394.9,17.0,7.81,291.98,0.9,0.69,476.2,203.0,614.8,471.3,281.8,1481.1,0.6508333333333333,1.0,0.7905,True
2,12,32.52663930565668,35.36987533274235,394.9,17.0,7.31,239.63,0.9,0.69,476.2,203.0,614.8,471.3,281.8,1481.1,0.6091666666666666,1.0,0.7655000000000001,True
2,13,32.52663930565668,35.36987533274235,394.9,17.0,8.09,324.65,0.9,0.69,476.2,203.0,614.8,471.3,281.8,1481.1,0.6741666666666667,1.0,0.8045,True
2,14,32.52663930565668,35.36987533274235,394.9,17.0,5.82,120.83,0.76,0.69,476.2,203.0,614.8,471.3,281.8,1481.1,0.48500000000000004,0.8444444444444444,0.6287777777777779,True
2,15,32.52663930565668,35.36987533274235,394.9,17.0,7.25,233.54,0.9,0.69,476.2,203.0,614.8,471.3,281.8,1481.1,0.6041666666666666,1.0,0.7625,True
2,16,32.52663930565668,35.36987533274235,394.9,17.0,7.34,241.85,0.9,0.69,476.2,203.0,614.8,471.3,281.8,1481.1,0.6116666666666667,1.0,0.767,True
2,17,32.52663930565668,35.36987533274235,394.9,17.0,5.05,79.11,0.76,0.69,476.2,203.0,614.8,471.3,281.8,1481.1,0.42083333333333334,0.8444444444444444,0.5902777777777778,True
2,18,32.52663930565668,35.36987533274235,394.9,17.0,4.11,42.55,0.76,0.69,476.2,203.0,614.8,471.3,281.8,1481.1,0.3425,0.8444444444444444,0.5432777777777777,False
2,19,32.52663930565668,35.36987533274235,394.9,17.0,4.8,67.68,0.76,0.69,476.2,203.0,614.8,471.3,281.8,1481.1,0.39999999999999997,0.8444444444444444,0.5777777777777777,False
2,20,32.52663930565668,35.36987533274235,394.9,17.0,6.83,195.42,0.76,0.69,476.2,203.0,614.8,471.3,281.8,1481.1,0.5691666666666667,0.8444444444444444,0.6792777777777779,True
2,21,32.52663930565668,35.36987533274235,394.9,17.0,6.22,147.71,0.76,0.69,476.2,203.0,614.8,471.3,281.8,1481.1,0.5183333333333333,0.8444444444444444,0.6487777777777778,True
2,22,32.52663930565668,35.36987533274235,394.9,17.0,7.45,252.77,0.9,0.69,476.2,203.0,614.8,471.3,281.8,1481.1,0.6208333333333333,1.0,0.7725,True
2,23,32.52663930565668,35.36987533274235,394.9,17.0,9.63,546.45,0.9,0.69,476.2,203.0,614.8,471.3,281.8,1481.1,0.8025000000000001,1.0,0.8815000000000001,True
3,0,32.52288748257344,35.41392736895903,410.7,7.2,8.36,357.4,0.9,0.36,657.0,991.1,1313.9,1378.5,535.8,1151.1,0.6966666666666667,1.0,0.8180000000000001,True
3,1,32.52288748257344,35.41392736895903,410.7,7.2,9.72,562.65,0.9,0.36,657.0,991.1,1313.9,1378.5,535.8,1151.1,0.81,1.0,0.886,True
3,2,32.52288748257344,35.41392736895903,410.7,7.2,9.93,599.91,0.9,0.36,657.0,991.1,1313.9,1378.5,535.8,1151.1,0.8275,1.0,0.8965000000000001,True
3,3,32.52288748257344,35.41392736895903,410.7,7.2,9.89,592.74,0.9,0.36,657.0,991.1,1313.9,1378.5,535.8,1151.1,0.8241666666666667,1.0,0.8945000000000001,True
3,4,32.52288748257344,35.41392736895903,410.7,7.2,8.76,411.62,0.9,0.36,657.0,991.1,1313.9,1378.5,535.8,1151.1,0.73,1.0,0.8380000000000001,True
3,5,32.52288748257344,35.41392736895903,410.7,7.2,10.57,723.38,0.9,0.36,657.0,991.1,1313.9,1378.5,535.8,1151.1,0.8808333333333334,1.0,0.9285,True
3,6,32.52288748257344,35.41392736895903,410.7,7.2,8.34,355.4,0.9,0.36,657.0,991.1,1313.9,1378.5,535.8,1151.1,0.695,1.0,0.817,True
3,7,32.52288748257344,35.41392736895903,410.7,7.2,9.08,458.01,0.9,0.36,657.0,991.1,1313.9,1378.5,535.8,1151.1,0.7566666666666667,1.0,0.8540000000000001,True
3,8,32.52288748257344,35.41392736895903,410.7,7.2,8.5,376.68,0.9,0.36,657.0,991.1,1313.9,1378.5,535.8,1151.1,0.7083333333333334,1.0,0.825,True
3,9,32.52288748257344,35.41392736895903,410.7,7.2,9.04,452.05,0.9,0.36,657.0,991.1,1313.9,1378.5,535.8,1151.1,0.7533333333333333,1.0,0.852,True
3,10,32.52288748257344,35.41392736895903,410.7,7.2,11.97,1051.01,0.9,0.36,657.0,991.1,1313.9,1378.5,535.8,1151.1,0.9975,1.0,0.9985,True
3,11,32.52288748257344,35.41392736895903,410.7,7.2,5.22,86.96,0.76,0.36,657.0,991.1,1313.9,1378.5,535.8,1151.1,0.435,0.8444444444444444,0.5987777777777779,True
3,12,32.52288748257344,35.41392736895903,410.7,7.2,8.53,380.07,0.9,0.36,657.0,991.1,1313.9,1378.5,535.8,1151.1,0.7108333333333333,1.0,0.8265,True
3,13,32.52288748257344,35.41392736895903,410.7,7.2,4.56,58.2,0.76,0.36,657.0,991.1,1313.9,1378.5,535.8,1151.1,0.37999999999999995,0.8444444444444444,0.5657777777777777,False
3,14,32.52288748257344,35.41392736895903,410.7,7.2,5.79,119.02,0.76,0.36,657.0,991.1,1313.9,1378.5,535.8,1151.1,0.4825,0.8444444444444444,0.6272777777777778,True
3,15,32.52288748257344,35.41392736895903,410.7,7.2,7.72,281.72,0.9,0.36,657.0,991.1,1313.9,1378.5,535.8,1151.1,0.6433333333333333,1.0,0.786,True
3,16,32.52288748257344,35.41392736895903,410.7,7.2,5.86,123.53,0.76,0.36,657.0,991.1,1313.9,1378.5,535.8,1151.1,0.48833333333333334,0.8444444444444444,0.6307777777777778,True
3,17,32.52288748257344,35.41392736895903,410.7,7.2,4.0,39.2,0.76,0.36,657.0,991.1,1313.9,1378.5,535.8,1151.1,0.3333333333333333,0.8444444444444444,0.5377777777777778,False
3,18,32.52288748257344,35.41392736895903,410.7,7.2,4.43,53.14,0.76,0.36,657.0,991.1,1313.9,1378.5,535.8,1151.1,0.36916666666666664,0.8444444444444444,0.5592777777777778,False
3,19,32.52288748257344,35.41392736895903,410.7,7.2,6.59,175.1,0.76,0.36,657.0,991.1,1313.9,1378.5,535.8,1151.1,0.5491666666666667,0.8444444444444444,0.6672777777777779,True
3,20,32.52288748257344,35.41392736895903,410.7,7.2,4.67,62.48,0.76,0.36,657.0,991.1,1313.9,1378.5,535.8,1151.1,0.38916666666666666,0.8444444444444444,0.5712777777777778,False
3,21,32.52288748257344,35.41392736895903,410.7,7.2,6.41,161.35,0.76,0.36,657.0,991.1,1313.9,1378.5,535.8,1151.1,0.5341666666666667,0.8444444444444444,0.6582777777777777,True
3,22,32.52288748257344,35.41392736895903,410.7,7.2,6.57,173.57,0.76,0.36,657.0,991.1,1313.9,1378.5,535.8,1151.1,0.5475,0.8444444444444444,0.6662777777777777,True
3,23,32.52288748257344,35.41392736895903,410.7,7.2,6.0,132.63,0.76,0.36,657.0,991.1,1313.9,1378.5,535.8,1151.1,0.5,0.8444444444444444,0.6377777777777778,True
4,0,32.518368987834194,35.392702169854324,417.8,19.5,6.34,156.26,0.76,0.56,292.2,974.7,479.2,714.6,124.5,817.7,0.5283333333333333,0.8444444444444444,0.6547777777777778,True
4,1,32.518368987834194,35.392702169854324,417.8,19.5,10.51,710.99,0.9,0.56,292.2,974.7,479.2,714.6,124.5,817.7,0.8758333333333334,1.0,0.9255,True
4,2,32.518368987834194,35.392702169854324,417.8,19.5,8.0,313.44,0.9,0.56,292.2,974.7,479.2,714.6,124.5,817.7,0.6666666666666666,1.0,0.8,True
4,3,32.518368987834194,35.392702169854324,417.8,19.5,8.44,367.91,0.9,0.56,292.2,974.7,479.2,714.6,124.5,817.7,0.7033333333333333,1.0,0.822,True
4,4,32.518368987834194,35.392702169854324,417.8,19.5,9.71,560.52,0.9,0.56,292.2,974.7,479.2,714.6,124.5,817.7,0.8091666666666667,1.0,0.8855,True
4,5,32.518368987834194,35.392702169854324,417.8,19.5,7.01,211.31,0.9,0.56,292.2,974.7,479.2,714.6,124.5,817.7,0.5841666666666666,1.0,0.7505,True
4,6,32.518368987834194,35.392702169854324,417.8,19.5,10.92,797.16,0.9,0.56,292.2,974.7,479.2,714.6,124.5,817.7,0.91,1.0,0.9460000000000001,True
4,7,32.518368987834194,35.392702169854324,417.8,19.5,11.33,891.18,0.9,0.56,292.2,974.7,479.2,714.6,124.5,817.7,0.9441666666666667,1.0,0.9665,True
4,8,32.518368987834194,35.392702169854324,417.8,19.5,9.8,576.13,0.9,0.56,292.2,974.7,479.2,714.6,124.5,817.7,0.8166666666666668,1.0,0.8900000000000001,True
4,9,32.518368987834194,35.392702169854324,417.8,19.5,11.39,905.36,0.9,0.56,292.2,974.7,479.2,714.6,124.5,817.7,0.9491666666666667,1.0,0.9695,True
4,10,32.518368987834194,35.392702169854324,417.8,19.5,6.51,168.97,0.76,0.56,292.2,974.7,479.2,714.6,124.5,817.7,0.5425,0.8444444444444444,0.6632777777777777,True
4,11,32.518368987834194,35.392702169854324,417.8,19.5,10.78,767.98,0.9,0.56,292.2,974.7,479.2,714.6,124.5,817.7,0.8983333333333333,1.0,0.939,True
4,12,32.518368987834194,35.392702169854324,417.8,19.5,6.4,160.86,0.76,0.56,292.2,974.7,479.2,714.6,124.5,817.7,0.5333333333333333,0.8444444444444444,0.6577777777777778,True
4,13,32.518368987834194,35.392702169854324,417.8,19.5,5.06,79.47,0.76,0.56,292.2,974.7,479.2,714.6,124.5,817.7,0.42166666666666663,0.8444444444444444,0.5907777777777777,True
4,14,32.518368987834194,35.392702169854324,417.8,19.5,6.14,142.05,0.76,0.56,292.2,974.7,479.2,714.6,124.5,817.7,0.5116666666666666,0.8444444444444444,0.6447777777777777,True
4,15,32.518368987834194,35.392702169854324,417.8,19.5,8.89,430.89,0.9,0.56,292.2,974.7,479.2,714.6,124.5,817.7,0.7408333333333333,1.0,0.8445,True
4,16,32.518368987834194,35.392702169854324,417.8,19.5,5.74,115.76,0.76,0.56,292.2,974.7,479.2,714.6,124.5,817.7,0.47833333333333333,0.8444444444444444,0.6247777777777778,True
4,17,32.518368987834194,35.392702169854324,417.8,19.5,4.17,44.39,0.76,0.56,292.2,974.7,479.2,714.6,124.5,817.7,0.3475,0.8444444444444444,0.5462777777777778,False
4,18,32.518368987834194,35.392702169854324,417.8,19.5,4.0,39.2,0.76,0.56,292.2,974.7,479.2,714.6,124.5,817.7,0.3333333333333333,0.8444444444444444,0.5377777777777778,False
4,19,32.518368987834194,35.392702169854324,417.8,19.5,5.41,97.01,0.76,0.56,292.2,974.7,479.2,714.6,124.5,817.7,0.45083333333333336,0.8444444444444444,0.6082777777777778,True
4,20,32.518368987834194,35.392702169854324,417.8,19.5,4.0,39.2,0.76,0.56,292.2,974.7,479.2,714.6,124.5,817.7,0.3333333333333333,0.8444444444444444,0.5377777777777778,False
4,21,32.518368987834194,35.392702169854324,417.8,19.5,4.14,43.32,0.76,0.56,292.2,974.7,479.2,714.6,124.5,817.7,0.345,0.8444444444444444,0.5447777777777778,False
4,22,32.518368987834194,35.392702169854324,417.8,19.5,8.81,419.48,0.9,0.56,292.2,974.7,479.2,714.6,124.5,817.7,0.7341666666666667,1.0,0.8405,True
4,23,32.518368987834194,35.392702169854324,417.8,19.5,8.97,441.66,0.9,0.56,292.2,974.7,479.2,714.6,124.5,817.7,0.7475,1.0,0.8485,True
5,0,32.50818527431835,35.401740702925345,456.9,13.2,9.88,590.54,0.9,0.25,102.9,806.7,137.1,920.1,943.2,1202.8,0.8233333333333334,1.0,0.894,True
5,1,32.50818527431835,35.401740702925345,456.9,13.2,6.16,143.23,0.76,0.25,102.9,806.7,137.1,920.1,943.2,1202.8,0.5133333333333333,0.8444444444444444,0.6457777777777778,True
5,2,32.50818527431835,35.401740702925345,456.9,13.2,11.7,980.87,0.9,0.25,102.9,806.7,137.1,920.1,943.2,1202.8,0.975,1.0,0.985,True
5,3,32.50818527431835,35.401740702925345,456.9,13.2,5.99,131.38,0.76,0.25,102.9,806.7,137.1,920.1,943.2,1202.8,0.4991666666666667,0.8444444444444444,0.6372777777777778,True
5,4,32.50818527431835,35.401740702925345,456.9,13.2,9.0,447.16,0.9,0.25,102.9,806.7,137.1,920.1,943.2,1202.8,0.75,1.0,0.85,True
5,5,32.50818527431835,35.401740702925345,456.9,13.2,10.31,672.09,0.9,0.25,102.9,806.7,137.1,920.1,943.2,1202.8,0.8591666666666667,1.0,0.9155000000000001,True
5,6,32.50818527431835,35.401740702925345,456.9,13.2,9.92,598.19,0.9,0.25,102.9,806.7,137.1,920.1,943.2,1202.8,0.8266666666666667,1.0,0.896,True
5,7,32.50818527431835,35.401740702925345,456.9,13.2,8.5,375.86,0.9,0.25,102.9,806.7,137.1,920.1,943.2,1202.8,0.7083333333333334,1.0,0.825,True
5,8,32.50818527431835,35.401740702925345,456.9,13.2,8.92,434.69,0.9,0.25,102.9,806.7,137.1,920.1,943.2,1202.8,0.7433333333333333,1.0,0.846,True
5,9,32.50818527431835,35.401740702925345,456.9,13.2,8.17,334.6,0.9,0.25,102.9,806.7,137.1,920.1,943.2,1202.8,0.6808333333333333,1.0,0.8085,True
5,10,32.50818527431835,35.401740702925345,456.9,13.2,7.62,270.57,0.9,0.25,102.9,806.7,137.1,920.1,943.2,1202.8,0.635,1.0,0.781,True
5,11,32.50818527431835,35.401740702925345,456.9,13.2,9.29,491.4,0.9,0.25,102.9,806.7,137.1,920.1,943.2,1202.8,0.7741666666666666,1.0,0.8644999999999999,True
5,12,32.50818527431835,35.401740702925345,456.9,13.2,8.04,317.8,0.9,0.25,102.9,806.7,137.1,920.1,943.2,1202.8,0.6699999999999999,1.0,0.802,True
5,13,32.50818527431835,35.401740702925345,456.9,13.2,5.94,128.56,0.76,0.25,102.9,806.7,137.1,920.1,943.2,1202.8,0.49500000000000005,0.8444444444444444,0.6347777777777779,True
5,14,32.50818527431835,35.401740702925345,456.9,13.2,7.85,296.22,0.9,0.25,102.9,806.7,137.1,920.1,943.2,1202.8,0.6541666666666667,1.0,0.7925,True
5,15,32.50818527431835,35.401740702925345,456.9,13.2,6.55,171.86,0.76,0.25,102.9,806.7,137.1,920.1,943.2,1202.8,0.5458333333333333,0.8444444444444444,0.6652777777777777,True
5,16,32.50818527431835,35.401740702925345,456.9,13.2,6.99,208.94,0.76,0.25,102.9,806.7,137.1,920.1,943.2,1202.8,0.5825,0.8444444444444444,0.6872777777777778,True
5,17,32.50818527431835,35.401740702925345,456.9,13.2,6.51,169.19,0.76,0.25,102.9,806.7,137.1,920.1,943.2,1202.8,0.5425,0.8444444444444444,0.6632777777777777,True
5,18,32.50818527431835,35.401740702925345,456.9,13.2,4.26,47.24,0.76,0.25,102.9,806.7,137.1,920.1,943.2,1202.8,0.355,0.8444444444444444,0.5507777777777778,False
5,19,32.50818527431835,35.401740702925345,456.9,13.2,4.73,64.73,0.76,0.25,102.9,806.7,137.1,920.1,943.2,1202.8,0.3941666666666667,0.8444444444444444,0.5742777777777778,False
5,20,32.50818527431835,35.401740702925345,456.9,13.2,6.89,200.24,0.76,0.25,102.9,806.7,137.1,920.1,943.2,1202.8,0.5741666666666666,0.8444444444444444,0.6822777777777778,True
5,21,32.50818527431835,35.401740702925345,456.9,13.2,7.0,210.21,0.9,0.25,102.9,806.7,137.1,920.1,943.2,1202.8,0.5833333333333334,1.0,0.75,True
5,22,32.50818527431835,35.401740702925345,456.9,13.2,6.47,165.79,0.76,0.25,102.9,806.7,137.1,920.1,943.2,1202.8,0.5391666666666667,0.8444444444444444,0.6612777777777779,True
5,23,32.50818527431835,35.401740702925345,456.9,13.2,7.16,224.67,0.9,0.25,102.9,806.7,137.1,920.1,943.2,1202.8,0.5966666666666667,1.0,0.758,True
6,0,32.52890830770176,35.37481945543309,302.2,18.6,6.72,185.48,0.76,0.87,371.7,926.0,1156.4,244.4,907.4,1153.7,0.5599999999999999,0.8444444444444444,0.6737777777777778,True
6,1,32.52890830770176,35.37481945543309,302.2,18.6,9.44,515.48,0.9,0.87,371.7,926.0,1156.4,244.4,907.4,1153.7,0.7866666666666666,1.0,0.872,True
6,2,32.52890830770176,35.37481945543309,302.2,18.6,8.14,330.5,0.9,0.87,371.7,926.0,1156.4,244.4,907.4,1153.7,0.6783333333333333,1.0,0.8069999999999999,True
6,3,32.52890830770176,35.37481945543309,302.2,18.6,10.2,649.07,0.9,0.87,371.7,926.0,1156.4,244.4,907.4,1153.7,0.85,1.0,0.91,True
6,4,32.52890830770176,35.37481945543309,302.2,18.6,8.83,421.04,0.9,0.87,371.7,926.0,1156.4,244.4,907.4,1153.7,0.7358333333333333,1.0,0.8415,True
