,wind_power,grid_power,battery_power,storage_soc
2024-01-01 11:45:00,6.524653324997822,10.0,3.4753466750021778,82.29818934593482
2024-01-01 12:00:00,9.356192432063754,10.0,0.6438075679362463,79.40206711676633
2024-01-01 12:15:00,6.8346529656177015,10.0,3.1653470343822985,78.8655608101528
2024-01-01 12:30:00,7.503330003839412,10.0,2.4966699961605876,76.22777161483423
2024-01-01 12:45:00,7.480685357770323,10.0,2.519314642229677,74.1472132847004
2024-01-01 13:00:00,9.068307878486209,10.0,0.931692121513791,72.04778441617567
2024-01-01 13:15:00,11.964445566326999,11.964445566326999,0.0,71.27137431491418
2024-01-01 13:30:00,10.580909877335706,10.580909877335706,0.0,71.27137431491418
2024-01-01 13:45:00,14.532609203318161,14.532609203318161,0.0,71.27137431491418
2024-01-01 14:00:00,17.243518926896627,17.243518926896627,0.0,71.27137431491418
2024-01-01 14:15:00,21.28809283422942,20.0,-1.2880928342294204,71.27137431491418
2024-01-01 14:30:00,23.75324975901829,20.0,-3.7532497590182885,72.34478501010537
2024-01-01 14:45:00,25.753329806366313,20.0,-5.753329806366313,75.4724931426206
2024-01-01 15:00:00,28.810076562008888,20.0,-8.0,80.26693464792586
2024-01-01 15:15:00,26.37045929951268,20.0,-6.370459299512682,86.93360131459254
2024-01-01 15:30:00,23.762573681371894,20.0,-3.7625736813718937,90.0
2024-01-01 15:45:00,21.788580060470238,20.0,-1.7885800604702382,90.0
2024-01-01 16:00:00,23.26629221992731,20.0,-3.2662922199273083,90.0
2024-01-01 16:15:00,23.363556512527612,20.0,-3.3635565125276123,90.0
2024-01-01 16:30:00,19.43562213523441,19.43562213523441,0.0,90.0
2024-01-01 16:45:00,22.392510287276977,20.0,-2.392510287276977,90.0
2024-01-01 17:00:00,22.5941035551593,20.0,-2.5941035551593004,90.0
2024-01-01 17:15:00,22.561335721570547,20.0,-2.561335721570547,90.0
2024-01-01 17:30:00,21.650138762014148,20.0,-1.6501387620141479,90.0
2024-01-01 17:45:00,22.44676311503711,20.0,-2.446763115037111,90.0
2024-01-01 18:00:00,24.16180063507953,20.0,-4.16180063507953,90.0
2024-01-01 18:15:00,22.281894524748694,20.0,-2.2818945247486937,90.0
2024-01-01 18:30:00,18.227744113515666,18.227744113515666,0.0,90.0
2024-01-01 18:45:00,17.943354379979663,17.943354379979663,0.0,90.0
2024-01-01 19:00:00,18.05917372257133,18.05917372257133,0.0,90.0
2024-01-01 19:15:00,17.61047844840162,17.61047844840162,0.0,90.0
2024-01-01 19:30:00,16.195116369114913,16.195116369114913,0.0,90.0
2024-01-01 19:45:00,17.624632539217,17.624632539217,0.0,90.0
2024-01-01 20:00:00,18.19509212713448,18.19509212713448,0.0,90.0
2024-01-01 20:15:00,17.946238838054768,17.946238838054768,0.0,90.0
2024-01-01 20:30:00,15.478602339690514,15.478602339690514,0.0,90.0
2024-01-01 20:45:00,14.264251518891196,14.264251518891196,0.0,90.0
2024-01-01 21:00:00,15.926783804566936,15.926783804566936,0.0,90.0
2024-01-01 21:15:00,13.152433082162267,13.152433082162267,0.0,90.0
2024-01-01 21:30:00,12.485646150053023,12.485646150053023,0.0,90.0
2024-01-01 21:45:00,9.358073288871756,10.0,0.6419267111282441,90.0
2024-01-01 22:00:00,9.73689461271599,9.73689461271599,0.0,89.46506107405979
2024-01-01 22:15:00,10.14278032660701,10.14278032660701,0.0,89.46506107405979
2024-01-01 22:30:00,9.540764781927626,9.540764781927626,0.0,89.46506107405979
2024-01-01 22:45:00,11.934895907671244,11.934895907671244,0.0,89.46506107405979
2024-01-01 23:00:00,8.137109341802619,10.0,1.8628906581973812,89.46506107405979
2024-01-01 23:15:00,6.633662050549241,10.0,3.3663379494507586,87.91265219222863
2024-01-01 23:30:00,4.417742720281101,10.0,5.582257279718899,85.10737056768633
2024-01-01 23:45:00,6.621891031120709,10.0,3.3781089688792907,80.45548950125392
