lat,lon,elevation,slope,predicted_wind_speed,grid_proximity,road_distance,residential_distance,heritage_distance,geology_distance,water_distance,cost
31.327032922357542,109.29608220978736,408.4,16.6,4.72,0.241,355,1194,718,1137,838,964.4
30.64294679365804,109.05419758501881,490.1,13.1,6.05,0.209,370,753,432,735,846,971.2
30.527725579944065,109.53311411940919,401.5,5.7,5.77,0.2,360,1134,814,1187,1043,995
31.302445952671718,109.6628581642178,871.1,15.4,6.16,0.439,612,398,678,1101,1115,885.8
31.14814736510714,109.31941171697231,519.8,9.3,4.68,0.576,317,1045,672,521,975,1018.6
30.985052787650854,109.5621188208973,349.7,12.8,4.13,0.566,1150,1494,1138,1078,1446,933.3
30.95139123311781,109.46306546877018,359.7,8.3,4.95,0.736,1500,1500,1210,1296,1500,910.4
30.995374379449956,109.30799563667495,848.6,9.8,6.86,0.291,311,915,1064,1419,1234,1005.3
30.866535788651777,109.49986203388038,345.5,4.8,6.4,0.5,1500,917,1500,1301,1500,1042.8
30.66977602908195,109.73487945162746,400,20.7,5.43,0.2,406,459,1173,555,1276,914.3
30.91351647310971,109.18915139609311,1192.5,5.7,7.71,0.337,245,682,1078,791,1292,1046.1
30.76352112103904,109.53526665436443,397.7,7.2,4.64,0.216,838,1028,1033,864,1469,976.1
31.087420241583413,109.62639293820891,751.5,8.5,5.9,0.271,727,829,1111,1500,713,1001.4
30.760002240747617,109.38626665159305,588.7,13.8,5.42,0.224,388,1394,579,1237,790,1056.7
30.854611120548128,109.37839834258364,682.7,17,6.23,0.278,485,549,1169,901,755,896.6
31.072295915379524,109.76510625284021,750.2,14.4,5.98,0.241,295,985,1086,1201,960,1019.5
30.780213928669703,109.52312733440522,395.7,7.4,6.37,0.232,884,857,766,903,1154,1016.6
30.93654368636782,109.6134092285545,360.5,13.5,5.88,0.364,864,803,1091,991,936,937
30.749685470014406,109.65393114507141,395.2,6,4.72,0.201,301,741,1252,1262,1254,975.8
30.51168459897046,109.37644054731891,408.5,12.7,5.85,0.2,329,524,1132,725,1154,878.5
30.773767933140842,109.76225497730142,400.3,16.1,5,0.2,370,425,414,1284,675,992.9
30.817301251435584,109.48974011222133,401.4,12.5,5.13,0.302,907,1087,1500,933,1500,985.4
30.99063951902405,109.75246865304999,540.9,20.2,5.79,0.207,361,1142,784,1245,991,982.2
30.982774743689355,109.09972427592783,924.2,13.1,6.14,0.212,448,446,1133,637,866,927.7
31.23919642425105,109.68364851443293,1058.7,10.9,6.06,0.494,657,344,789,1260,878,919.9
31.27207644504542,109.33014102055238,422.3,3.3,5,0.344,307,618,586,951,746,894.1
30.53585971425374,109.02734842978897,413.8,25.1,4.8,0.2,444,633,793,1140,991,1046.5
31.288849701094925,109.06244623714929,411.4,24.8,5.32,0.2,161,1021,1226,760,1290,914.5
30.659989339450835,109.538798569146,408,2.5,5.16,0.2,345,462,1229,714,930,880.5
30.559480493913956,109.33653953783663,427.6,19,5.07,0.201,170,942,703,899,1052,1051.2
31.364449582150872,109.05414606819765,402.1,3,5.36,0.2,481,591,1289,1213,1094,943.6
31.153104574329465,109.17248584163268,558.2,3.5,5.63,0.249,216,999,1151,1151,1087,981.9
30.994226491267266,109.09107154466861,876.2,2.1,5.25,0.207,150,1117,669,1178,855,981.1
30.749523024228406,109.57157160964985,394.1,18.6,4.72,0.206,505,603,867,1209,875,956.1
30.993799655977778,109.53329592850038,335.2,16.9,4.84,0.653,1500,1500,1108,1108,1500,906.2
30.686301710001597,109.1198731804605,617.5,15.4,4.69,0.28,413,321,900,917,1164,942.4
30.971560398771928,109.29634442048298,934.1,8,5.93,0.264,190,713,579,1500,720,934.8
31.136173557510684,109.07265935411267,532.3,10.9,5.24,0.202,468,949,582,1170,1266,932.4
31.278541118224663,109.17792789983787,422,22.2,4.04,0.218,269,1044,999,1022,916,936.3
30.77271802237696,109.49993387701146,415.2,11.1,5.85,0.226,680,923,537,752,1296,990.5
31.341627869969503,109.685368049866,756.1,4.8,4.84,0.386,555,1159,1182,1176,858,993.7
31.05274393529108,109.41575920576193,479.7,9.1,4.93,0.463,1133,1500,433,953,1500,1019.6
31.041861850745878,109.49746173249007,399.3,15.1,5.73,0.504,1171,841,642,862,1378,1001.4
30.702045833645446,109.43345158320005,469.5,13.6,5.48,0.203,261,1141,618,945,799,986.9
30.784236958809608,109.71013321995808,397.5,13,4.62,0.2,350,418,587,1139,1159,934
31.344616378809775,109.60672119267683,660.9,15.3,5.9,0.313,508,446,711,854,1181,969.8
30.64183085031153,109.39513033511543,457.3,0,5.41,0.202,376,1163,1168,807,828,985.8
30.673510963175364,109.6933012910522,399.9,14.3,4.69,0.2,277,837,1060,875,703,961
31.243161112212714,109.64552073858239,995.2,2.7,6.68,0.454,800,936,806,1474,971,967.6
30.986601917924112,109.08451239523359,875.1,17.9,5.61,0.208,415,680,892,1065,1060,1008.4
30.556936371350137,109.2634793199156,438.1,9.4,4.9,0.202,513,443,657,1229,840,960.3
31.058162519396337,109.04167152765476,628.7,15.7,4.73,0.201,285,872,943,1108,1258,984.3
30.669755997957804,109.08450420940511,552.3,14.6,4.6,0.232,219,568,835,1279,749,1020.9
31.020153520728154,109.70624535953621,620.1,15.7,5.65,0.221,229,878,943,676,845,1031
30.55529766943349,109.06433212897556,425.9,8.2,4.65,0.201,292,891,615,956,1164,947.8
30.50373947417338,109.36891316090771,407.7,23,5.83,0.2,259,782,906,855,1259,936.8
30.57676779964883,109.47856969271626,408.3,8.8,5.95,0.2,171,1032,682,1022,1248,976.2
30.660647386375906,109.29166932065591,554.5,17.9,5.99,0.239,335,1178,934,987,1094,900.4
31.241722440142073,109.1664826789307,442,7.3,3.84,0.224,242,850,770,545,843,1054.4
30.93788284660804,109.76126475095697,456.3,9.4,5.36,0.202,226,937,468,720,601,992.9
30.594884511520647,109.54315536913448,403.8,18.3,4.63,0.2,499,497,627,1062,1181,987.8
31.272387630737313,109.39216031043583,434.3,13.7,4.88,0.332,263,481,628,785,1128,877.7
30.814066749023016,109.2713005968455,980,4.4,5.64,0.458,524,863,969,1270,843,985
30.61112399705349,109.15014326208738,493.3,8.1,4.92,0.217,460,415,777,849,930,906.9
31.34751367005131,109.24307162020092,405.4,12,5.4,0.214,484,1157,580,811,985,1039.6
30.543978835757336,109.48616753087377,404.3,11.3,4.3,0.2,422,385,552,787,967,950
30.83052164085232,109.65410535078905,381.1,21.3,6.08,0.213,725,1170,419,674,1181,951.6
30.889515428245762,109.06287061368319,898.6,8.6,6.48,0.243,114,511,1144,589,837,949.7
31.344294489556706,109.34682559315695,408.8,17.3,5.37,0.232,422,308,567,1164,602,1054.8
31.184977572885668,109.02875039868297,450.5,7.4,5.44,0.2,259,827,917,791,890,1003.1
31.010536018909917,109.41358997208135,487.5,14.5,5.84,0.481,1106,1500,944,752,1497,967.8
31.252717347404058,109.55432882674175,714.3,17.4,6.02,0.305,513,1202,1227,955,875,1014.2
30.638176718473957,109.30531991479282,509,11.2,4.28,0.218,560,474,768,1036,1092,866.3
31.02944281586706,109.54059325427482,408.4,13.4,5.49,0.489,1326,1429,530,1084,904,983.2
31.210358574197887,109.3616384206154,450.2,15.4,5.25,0.512,232,1186,1004,727,1132,1001.3
30.58765978081881,109.30529495975584,452.9,14.9,4.81,0.204,352,684,433,625,913,983.7
31.06005660682575,109.43793080035735,449.3,19.3,4.82,0.462,1285,1451,421,1147,1500,1001.6
30.49435204749764,109.03249830412463,406.5,16.4,5.67,0.2,274,696,868,760,1106,999.3
30.640144383370114,109.34317206812408,488.1,4.1,5.17,0.209,583,510,1158,556,1019,958.4
31.273500440699365,109.08908824355007,418,5.3,4.95,0.202,382,758,859,685,1208,890.9
31.036272185970144,109.35930262900135,621.4,18.9,5.47,0.408,668,1500,605,1211,1491,951.8
30.647486457873242,109.58572207655496,402.5,7.5,4.95,0.2,425,811,1102,966,1147,989.8
31.310474949571052,109.68208196134374,861.1,13.7,5.99,0.441,485,1192,1242,805,666,936.1
31.363628571172924,109.44548246237993,433.9,16.4,5.11,0.214,375,1029,804,840,1092,994.2
30.808914257255722,109.21701497846479,1044.1,13.5,6.66,0.588,493,1218,1255,843,666,1047.3
31.046268634787054,109.56737470647674,492.9,13,5.55,0.37,655,834,447,1227,834,958.6
31.198342212193733,109.32871144293993,462.1,14.2,4.5,0.532,415,1346,845,569,943,930.8
30.619956368623594,109.12154638091599,496.6,13.5,5.3,0.216,488,830,461,1070,616,908.2
31.12629418537282,109.51452642075358,562.5,20.5,5.34,0.309,766,584,1213,738,1254,873
31.196861059408125,109.12417383997548,476.5,18.2,4.47,0.212,174,856,582,1212,794,1000.8
31.297969015572935,109.64338874952712,856.8,9.8,6.45,0.421,703,730,580,690,629,988.8
31.181412470960055,109.28353309100581,493.6,18.4,5.02,0.479,213,967,1141,816,1065,973.9
30.701203976503294,109.53899230315614,408.5,0,5.11,0.201,492,384,761,1258,667,975.8
30.893992792201008,109.55621118192488,303,12.6,4.88,0.52,1345,1256,1500,811,1500,1033
30.617103636505508,109.43106339883418,427.9,5,4.98,0.2,307,374,1171,596,1020,911.1
31.107395270619605,109.6717682321905,900,0,6.3,0.296,437,348,1127,1306,856,881.4
30.832106447230558,109.1117104270293,986.6,9.9,6.28,0.392,371,611,707,1073,1157,930
31.213754220599025,109.31552134096972,452.8,3,5.74,0.482,293,482,1281,1245,929,932.3
31.189312705896192,109.7235357067497,1083.7,16.1,6.39,0.437,486,446,973,1371,1110,941.2
31.360309533421713,109.47486478384366,455.4,20.8,5.44,0.217,294,571,1066,842,655,879.7
31.017279243031115,109.73397180821557,611.5,8.2,5.3,0.215,421,360,745,601,754,938
31.116410037217257,109.71085091164309,947.3,15.2,6.61,0.311,347,829,1256,1500,1283,988.9
30.913836407912708,109.24202596655348,1155.1,13.8,6.81,0.322,535,592,915,1500,789,983.8
30.514040229980242,109.04691419135484,410.7,17.6,5.39,0.2,302,954,1192,773,772,964.5
31.121833113056244,109.75143803808899,921,21.8,5.5,0.304,552,944,1284,1409,1018,903.8
30.59385740155053,109.1858207628188,476.4,13.6,5.82,0.211,486,1158,713,1200,643,1006.1
30.73332234905283,109.12377272542875,745.4,17,5.56,0.37,397,820,912,619,1011,969.6
31.326104456329748,109.22559315858435,408.6,3.8,4.96,0.218,443,1122,544,1091,1040,968.9
31.109239280621548,109.37457812508717,514.9,11.6,4.98,0.554,764,1361,662,1177,1411,917.1
31.09287300014395,109.50908818539727,498.9,15.1,5.21,0.347,789,991,539,782,995,986.8
30.853998197224072,109.24197022392212,1121.6,9.5,7.32,0.472,343,974,798,1500,652,896.4
31.357535357890583,109.38747101390885,413.5,10.7,4.79,0.221,347,1118,757,1254,711,983.6
30.68371542813972,109.75944148524836,400,13.5,4.25,0.2,241,748,1215,1272,1025,976.9
30.78535636293212,109.30186864343418,837.1,16.4,6.57,0.366,774,1063,847,874,1227,888
30.88023064503235,109.14415468274241,1132.5,14.4,6.5,0.381,541,1091,751,1218,1204,927.7
30.990218047918134,109.11261149779936,939.2,12.8,5.82,0.212,179,403,583,773,903,924.6
30.94753894608697,109.39113405204746,596.3,6.4,4.44,0.41,885,903,1026,952,1218,1041.2
30.864220227501054,109.08616966317445,960.4,7,5.95,0.296,157,704,665,660,1062,916.9
30.98394179956382,109.50940897487598,317.3,9.9,5.4,0.742,1500,1500,1500,886,1500,996.1
31.244882052844897,109.1435166140188,437.8,15.9,5.57,0.213,425,1101,886,899,610,952
30.890371758523077,109.21282469256124,1192.2,13.4,7.67,0.401,469,396,726,916,1097,988.9
31.081057752306368,109.4468518550743,454.9,10,4.91,0.439,1126,1029,425,1204,1500,1014.3
31.18855734930969,109.43115190732343,479.7,7.8,4.46,0.439,650,1163,456,1051,887,956
30.91606671350426,109.56515188492476,301.6,15.7,5.03,0.55,1365,755,1500,678,1500,937
31.145373660904188,109.58400032480762,788.3,2.6,5.93,0.294,737,415,998,1500,1009,919.8
30.674601659996508,109.19536323342187,624.5,20.1,5.71,0.308,720,963,1053,845,711,983.6
30.973875954692723,109.69843561380456,501.6,19.5,5.45,0.215,262,1166,1129,1246,861,976.2
30.69097243948654,109.4467659855063,452.5,12.2,5.82,0.201,419,736,1180,1071,949,959.3
31.197437323413304,109.2793336428773,476,9.2,5.14,0.447,239,714,451,802,967,962.6
31.133665773068593,109.66151533440853,966.3,4.8,6.14,0.332,691,1197,699,1500,881,967.2
30.52474101263623,109.38747222055127,409.8,13.1,5.13,0.2,198,847,744,969,1018,983.3
31.361524280136116,109.25985456876819,404,12.7,4.67,0.212,476,780,930,614,1179,878.3
31.12867658589241,109.31397951990486,553.3,21.6,5.1,0.557,556,981,645,1049,1317,926.3
30.948482743385693,109.09427110437177,970.4,11.4,6.54,0.225,484,1065,579,737,757,1018
30.862477742451812,109.34245300162193,825.8,13.6,5.68,0.278,611,1461,1053,1500,1092,999.7
30.77893123358999,109.31000858789302,802.2,4.5,5.86,0.342,772,992,1500,1123,783,926.2
30.999243853465266,109.24936352932863,981,17.2,6.74,0.258,333,807,686,1201,842,1022.3
30.691898610809858,109.11251555767298,623.8,9.9,5.88,0.28,557,895,990,563,1273,997.3
31.249516092215295,109.52846200943836,642.3,8.5,4.96,0.283,437,1122,596,723,942,943.7
30.708907799111206,109.68947510670077,399.2,10.2,4.73,0.2,512,1047,1203,933,780,959.9
31.172871573998925,109.06324351814206,477.9,8,5.07,0.202,386,1075,473,705,766,911.8
31.221262040690654,109.64606591043943,1024.5,9.8,6.58,0.445,815,1112,622,1218,972,1035.2
30.85175613476487,109.21582270953569,1147.9,15.2,6.45,0.514,676,1290,834,1500,961,940.6
31.295162446665092,109.44512761028508,462.5,11.8,5.54,0.261,212,984,504,682,788,953.1
30.558161043429898,109.2166712879825,442.8,10.4,4.22,0.203,424,1073,842,532,903,955.4
31.173775173618203,109.08832192777419,489.9,26.4,4.96,0.204,129,876,705,827,885,1031.5
30.784543856907003,109.68023948447153,394,9.8,5.6,0.202,350,1004,560,738,814,999
31.291451809046812,109.17436059756685,417.1,20.9,4.71,0.213,452,915,525,1012,829,973.1
31.270055708627186,109.26082321333631,424.7,10.4,5.01,0.29,359,428,513,1089,1051,931.6
30.495600409280595,109.2559434727846,412.4,4.9,5.67,0.2,245,647,449,653,1047,894.5
31.220592539978078,109.41182645474672,459.8,18.4,4.96,0.425,496,854,1106,1182,1103,1007.6
31.277330145145683,109.56962616326003,725.4,3.5,5.43,0.317,426,522,504,1201,1140,909.7
31.127025834020543,109.05201747591411,527.6,17.2,5.41,0.201,190,748,1166,650,1206,974.7
31.13373640169919,109.58277790243163,761.5,10.6,6.27,0.287,909,925,461,1460,1132,965.4
30.55922538766989,109.06893731247698,428.6,19.8,4.58,0.201,363,1061,911,545,1295,1013.4
30.939980664564317,109.74402893962879,459.2,3.6,4.24,0.203,488,950,644,965,1038,996.6
30.816877285614414,109.50361619078245,386.2,15.6,5.24,0.302,1048,1065,1069,599,1270,1075.3
30.925837316202685,109.66973242623926,412.6,13.2,4.7,0.233,320,974,982,1132,1257,978.9
31.079792456187217,109.29987799470362,668.3,15.5,5.5,0.446,299,864,824,1086,708,886.8
31.034011289196457,109.08849682983738,774.2,19.4,6.56,0.203,482,1114,605,978,1066,1008.2
30.609872824700286,109.2327361288471,494.9,9.5,5.15,0.218,368,642,1074,1282,1280,1009.6
31.229455323676053,109.56428721138307,766.7,9.2,6.03,0.318,642,976,1294,915,1164,1001.4
30.97634857448504,109.61474866303726,413.1,12.8,4.58,0.354,528,1015,1280,1000,814,1020.5
30.86797902226444,109.72883585475766,407.6,12.3,4.23,0.202,199,522,662,852,771,920.1
30.8847267941417,109.04212240524359,826.5,7.3,6.33,0.228,470,593,577,685,1115,936.5
30.563709311216066,109.6956779001642,400.1,4.9,4.54,0.2,214,1110,1008,834,1276,988.5
30.912383376052862,109.30010896788869,995.3,3.9,7.23,0.278,442,1118,674,1500,769,1021.3
30.497007371509195,109.29196413769473,411.2,5.6,5.39,0.2,279,560,455,621,1007,968.5
30.751449906341225,109.75852260982617,400,17.7,4.93,0.2,351,1024,985,793,702,925.2
31.202148910784963,109.18269710206539,481.1,12.3,4.34,0.252,422,831,1251,1079,1119,1002.3
30.988569188604625,109.12909244572232,979.7,22.4,6.48,0.216,261,790,689,1168,999,892.7
31.2187733156809,109.0226918043313,428.7,14.9,5.67,0.2,265,555,663,571,1259,955
30.94182545858048,109.42234840807569,480.9,10.5,5.25,0.543,1238,1360,630,644,1168,946.8
30.875865536596052,109.5738818244416,320.7,7.9,5.07,0.401,1419,1150,854,683,1500,1099.2
30.61535404690673,109.46543476481659,417.4,13.1,4.84,0.2,426,482,1297,1216,1124,1022.8
30.98615689132324,109.53283884824032,324.2,17,4.34,0.681,1500,1500,1143,1144,1500,1008.2
30.842268214717883,109.06224248584967,858,15.6,5.68,0.271,187,623,1084,1015,886,898.8
30.917106235302896,109.17980749473807,1185,1.7,7.02,0.325,272,710,1118,781,635,943.8
31.180264761220144,109.43887202030152,486.4,22.1,5.24,0.43,606,1085,953,1269,699,917.5
31.151433545026602,109.50988307939197,582.7,19.3,5.77,0.307,891,1161,769,1283,1034,978.5
30.528198340922337,109.38273536584192,410.9,18.7,3.97,0.2,242,887,953,501,1126,942.8
31.217236228801724,109.54269688462618,702.1,7.2,5.62,0.297,758,511,1140,1211,1252,937.2
31.065919223346334,109.42811271706154,463.3,16.8,4.96,0.46,938,1140,401,663,1500,938.2
31.285081472922016,109.64930500983594,904.7,19.3,5.65,0.443,520,866,965,646,1197,970.6
31.3617237263098,109.05869347789117,402.4,4.1,5.3,0.2,349,595,991,990,1194,924.7
30.51142659066593,109.3456370957992,410.8,0.8,4.75,0.2,152,775,1115,535,623,918
30.926084684607236,109.15876442161753,1153.2,18.1,6.05,0.294,174,522,1242,1199,938,970.5
30.489070418520164,109.12975223540064,410.4,5.6,5.31,0.2,178,354,900,903,968,935.3
31.318774378798267,109.6424130398874,791.6,6.3,5,0.392,403,384,1031,864,801,947.9
30.928128321784282,109.62224802670268,365.3,15.3,4.57,0.329,939,912,826,595,819,1102.6
30.675452382971248,109.45582264759743,440,13.8,4.71,0.201,175,1005,1173,1118,656,996.5
31.21043274685217,109.55324690726478,737.5,17.9,5.77,0.304,524,1089,482,1042,961,991.4
30.998340688742392,109.3746796768299,617.1,8.5,5.26,0.383,720,794,450,1039,1050,875.5
30.84091077059627,109.64492157493316,375.2,6.4,5.31,0.222,655,917,1158,1161,1023,980.7
30.5382973576221,109.72263394775024,400,8.6,5.93,0.2,286,306,751,833,801,951.1
30.678837056769893,109.62922851937587,400.2,12.2,5.69,0.2,339,914,962,579,691,900.2
30.763350560052537,109.76251094629039,400.1,9.2,4.91,0.2,218,402,972,1147,1173,939
30.75772026635183,109.03200368248739,638.2,30.3,5.66,0.233,242,784,640,1168,976,991.5
30.859616523460563,109.61477638522067,353.2,13.9,5.65,0.271,862,840,797,1160,1370,1038.8
31.078988575392586,109.47292570833199,448.9,8.6,5.35,0.413,1138,1069,587,1004,1500,938.4
31.137467394759312,109.56278661731271,707,13.2,4.96,0.284,730,914,654,1318,1231,1026.3
31.37540372149796,109.62303383375033,606.1,9.7,4.82,0.29,310,1022,917,1264,1172,947.9
30.645096237829403,109.60756410087275,401.4,6.8,5.09,0.2,278,925,1227,636,905,947.1
31.007135950598244,109.60494465025667,461.9,18.3,5.42,0.352,788,953,940,1316,654,987.7
30.620835480681606,109.24511472956354,508.3,9.2,5.57,0.223,613,698,537,889,1177,862.7
31.16703750015525,109.55502066841464,724.5,17.8,5.83,0.291,875,844,1188,1500,797,1010.4
31.25858371601827,109.25855260718173,430.3,17.5,5.08,0.304,357,425,1213,809,919,905.5
31.29341947262282,109.64179586059211,867.4,7.7,5.8,0.424,633,630,981,985,863,868.8
30.7475678024848,109.50012059784612,421.5,0,4.95,0.21,604,858,1147,615,708,1020.2
30.53464527536422,109.03113140316431,413.9,0,5.63,0.2,262,1161,893,1037,1031,967.2
30.549214547772632,109.28672019669399,430.6,20.6,5.84,0.201,415,475,663,880,710,872.8
31.062498097351146,109.44783416606667,441.1,3.9,4.69,0.457,1153,1441,1091,1219,1500,994
31.062355849746286,109.31834997993754,674.1,20.6,4.61,0.431,357,825,989,563,860,1030.4
31.10989355155753,109.3960902011594,493.8,0,5.28,0.528,853,1500,472,554,1416,1027.4
30.504178932242823,109.70190901830935,400,4.4,5.16,0.2,465,1071,818,1211,613,956.3
31.270284954153993,109.70718363991872,992.6,15.2,5.93,0.492,590,749,860,917,1201,893.8
30.908437979832648,109.30288446612909,986.8,5.2,6.48,0.28,256,1028,1054,1500,733,980.8
31.179107730557668,109.0487396305563,464.4,18.5,5.91,0.201,343,545,905,1140,633,930.4
30.707356130782934,109.27858359962211,670.2,19,6.25,0.317,598,1014,1500,1081,641,977.5
31.30430193796785,109.13282996209294,412,8.8,5.74,0.204,133,893,791,1241,1286,947.9
30.660516965844927,109.39213061399163,474.1,8.1,5.94,0.204,521,975,565,757,1059,1006.1
30.60021788142571,109.59797026131288,401.3,9.2,5.03,0.2,303,463,475,1004,1105,990.8
31.199626000272943,109.0794657542443,459,1.3,5.63,0.203,166,938,410,634,729,994.4
30.569973061713995,109.5524190591422,402.2,13.3,5.2,0.2,345,614,692,515,984,1048.4
31.32427235397347,109.62285116766971,743.1,13.1,6.08,0.359,390,696,722,1310,685,963.6
30.69960168286336,109.65480179134674,399.2,5.8,5.25,0.2,350,624,850,1180,685,941.3
31.115294485457216,109.24762929406967,635.7,6.8,5.92,0.384,413,1004,814,1149,783,1034.3
30.56719140896876,109.58504370730172,401.1,13,5.56,0.2,338,862,1074,1254,1161,954.3
30.68248565719436,109.6937727965033,399.8,15.8,5.53,0.2,470,849,409,877,1181,1021
30.97993481552781,109.70102496384351,515.2,9.6,5.74,0.215,191,988,912,1022,1156,1032
31.012570365851257,109.53014259885381,364,17.7,5.69,0.586,1304,977,976,895,1500,995.9
31.358161104899995,109.40049268749206,416.8,9.7,5,0.22,457,1041,518,1249,692,995.8
31.100346703765403,109.75247041054264,856.1,15.8,6.54,0.274,301,993,732,977,851,982.1
30.726919442576765,109.70327809422591,399,6.7,4.23,0.2,168,587,646,819,871,1022.5
30.98233712633711,109.64688729296226,471.4,0.5,5.33,0.267,524,633,973,860,638,1000.7
31.234272822191134,109.42925985075922,468.9,2.6,5.19,0.369,525,465,600,916,656,932.8
31.05426630009675,109.41687433297605,477.8,16.9,5.02,0.463,1289,1132,657,1298,1500,993.1
30.829234007350326,109.12386285456117,1010.6,12.7,6.26,0.43,280,956,559,634,739,1011
31.157563756564908,109.70116127778942,1056.4,13.6,6.52,0.387,654,1125,1070,1500,1074,942.2
30.81697835679537,109.39181105629223,622.6,16.4,6.31,0.25,362,597,996,1174,869,979.7
31.311198135605927,109.05285424229707,406.8,11.5,5.08,0.2,121,1199,714,1267,761,953.7
30.652962356257603,109.23320166799864,569.2,22.5,5.29,0.26,585,1123,700,1108,1034,1002.2
31.27292585334523,109.13218170621332,422,6,5.25,0.206,194,671,826,911,960,909.7
31.132887281790584,109.4952218847003,534.7,15.8,4.37,0.331,776,1500,599,952,904,1000.2
30.695407199460117,109.68696961473363,399.5,4.6,5.94,0.2,451,654,1276,1087,1065,922.7
30.782097516617807,109.59351304345175,381.6,12.7,4.82,0.215,772,652,881,520,1341,934.6
